Trade Date,Posted Date,Settle Date,Transaction Type,Security,Ticker Symbol,CUSIP,Quantity,Value,Currency,Paid to (from),Fees,Price Per Share,Principal Factor,Ex-Date
2020-11-11,2020-11-11,2020-11-11,Interest Received,USD,,,0.07,0.07,USD,Cash,,,,
2020-11-09,2020-11-10,2020-11-09,Deposit,USD,,,262042.0,262042.0,USD,,,,,
2020-11-09,2020-11-09,2020-11-09,Cash Dividend,Mastercard Inc Class                  A,MA,57636Q104,0.0,70.0,USD,Cash,,,,2020-10-08
2020-11-09,2020-11-09,2020-11-09,Cash Dividend,Masco Corp,MAS,574599106,0.0,28.0,USD,Cash,,,,2020-10-08
2020-11-05,2020-11-05,2020-11-09,Asset Sold,iShares Core S&P Mid Cap ETF,IJH,464287507,-50.0,10153.28,USD,Cash,0.22,203.07,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,iShares MSCI EAFE Growth ETF,EFG,464288885,-80.0,7454.64,USD,Cash,0.16,93.185,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Chevron Corp,CVX,166764100,-35.0,2538.4900000000002,USD,Cash,0.06,72.53,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Microsoft Corp,MSFT,594918104,-60.0,13365.0,USD,Cash,0.3,222.755,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Procter & Gamble,PG,742718109,-30.0,4280.46,USD,Cash,0.09,142.685,,
2020-11-05,2020-11-05,2020-11-06,Asset Bought,Schwab Value Advantage Money Fund,SWVXX,808515605,300000.0,-300000.0,USD,(Cash),,1.0,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,iShares MSCI Emerging Markets ETF,EEM,464287234,-100.0,4758.39,USD,Cash,0.11,47.585,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Abbvie Inc,ABBV,00287Y109,-70.0,6530.86,USD,Cash,0.14,93.3,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Verizon Communicatn,VZ,92343V104,-200.0,11730.74,USD,Cash,0.26,58.655,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Starbucks Corp,SBUX,855244109,-25.0,2257.45,USD,Cash,0.05,90.3,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Mastercard Inc Class                  A,MA,57636Q104,-50.0,15772.15,USD,Cash,0.35,315.45,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,WalMart Inc,WMT,931142103,-35.0,5013.64,USD,Cash,0.11,143.25,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Apple Inc,AAPL,037833100,-75.0,8843.92,USD,Cash,0.2,117.92160000000001,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Alibaba Group Holding  F Sponsored ADR,BABA,01609W102,-30.0,8662.31,USD,Cash,0.19,288.75,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,SPDR S&P 600 Small Cap Value ETF,SLYV,78464A300,-200.0,10979.76,USD,Cash,0.24,54.9,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Marathon Pete Corp,MPC,56585A102,-75.0,2399.2,USD,Cash,0.05,31.99,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,CIGNA Corp,CI,125523100,-5.0,1066.01,USD,Cash,0.02,213.206,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Amgen Inc.,AMGN,031162100,-15.0,3461.1,USD,Cash,0.08,230.74533333333332,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Johnson & Johnson,JNJ,478160104,-25.0,3498.55,USD,Cash,0.08,139.9452,,
2020-11-05,2020-11-05,2020-11-09,Asset Sold,Eastman Chemical Co,EMN,277432100,-15.0,1305.5,USD,Cash,0.03,87.03533333333333,,
2020-11-01,2020-11-02,2020-11-02,Interest Received,Virginia State Res  5%22 **Partial**,,92818MY61,0.0,1125.0,USD,Cash,,,,
2020-11-01,2020-11-02,2020-11-02,Interest Received,VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,,92778REE3,0.0,2500.0,USD,Cash,,,,
2020-10-31,2020-11-02,2020-11-02,Cash Dividend,J P Morgan Chase & Co,JPM,46625H100,0.0,315.0,USD,Cash,,,,2020-10-05
2020-11-01,2020-11-02,2020-11-02,Redemption,VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,,92778REE3,-100.0,100000.0,USD,Cash,,1000.0,,
2020-11-02,2020-11-02,2020-11-02,Cash Dividend,Verizon Communicatn,VZ,92343V104,0.0,156.88,USD,Cash,,,,2020-10-08
2020-11-01,2020-11-02,2020-11-02,Interest Received,Virginia State Res  5%22 Finl Auth   Due 11/01/22,,92818MW97,0.0,125.0,USD,Cash,,,,
2020-10-29,2020-10-29,2020-10-29,Withdrawal,USD,,,-8994.8,-8994.8,USD,,,,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Bank Of America Corp,BAC,060505104,-100.0,2350.45,USD,Cash,0.05,23.505,,
2020-10-28,2020-10-28,2020-10-28,Cash Dividend,Agilent Technologies,A,00846U101,0.0,29.7,USD,Cash,,,,2020-10-05
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Intel Corp,INTC,458140100,-100.0,4458.379999999999,USD,Cash,0.1,44.584799999999994,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Discover Finl S,DFS,254709108,-50.0,3157.43,USD,Cash,0.07,63.15,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Apple Inc,AAPL,037833100,-35.0,3943.71,USD,Cash,0.09,112.68,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,J P Morgan Chase & Co,JPM,46625H100,-65.0,6326.3099999999995,USD,Cash,0.14,97.33,,
2020-10-28,2020-10-28,2020-10-28,Cash Dividend,Comcast Corp Class                  A,CMCSA,20030N101,0.0,138.0,USD,Cash,,,,2020-10-06
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Amgen Inc.,AMGN,031162100,-25.0,5462.63,USD,Cash,0.12,218.51,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Adobe Inc,ADBE,00724F101,-10.0,4608.9,USD,Cash,0.1,460.9,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Facebook Inc Class                  A,FB,30303M102,-15.0,4064.39,USD,Cash,0.09,270.9653333333333,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Microsoft Corp,MSFT,594918104,-25.0,5137.27,USD,Cash,0.11,205.4952,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,L3harris Technologies In,LHX,502431109,-15.0,2455.98,USD,Cash,0.05,163.73533333333336,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Norfolk Southern Co,NSC,655844108,-15.0,2981.33,USD,Cash,0.07,198.76000000000002,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Walt Disney Co,DIS,254687106,-25.0,2978.18,USD,Cash,0.07,119.13,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,WalMart Inc,WMT,931142103,-25.0,3529.55,USD,Cash,0.08,141.1852,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Starbucks Corp,SBUX,855244109,-50.0,4347.15,USD,Cash,0.1,86.945,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Eastman Chemical Co,EMN,277432100,-35.0,2804.67,USD,Cash,0.06,80.13514285714285,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,iShares MSCI EAFE Growth ETF,EFG,464288885,-75.0,6539.87,USD,Cash,0.14,87.20013333333334,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,CIGNA Corp,CI,125523100,-50.0,8527.06,USD,Cash,0.19,170.545,,
2020-10-28,2020-10-28,2020-10-30,Asset Sold,Verizon Communicatn,VZ,92343V104,-50.0,2825.66,USD,Cash,0.06,56.514399999999995,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Amgen Inc.,AMGN,031162100,-15.0,3349.2799999999997,USD,Cash,0.07,223.29,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,CIGNA Corp,CI,125523100,-15.0,2715.9900000000002,USD,Cash,0.06,181.07000000000002,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Norfolk Southern Co,NSC,655844108,-10.0,2101.95,USD,Cash,0.05,210.2,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,L3harris Technologies In,LHX,502431109,-10.0,1702.1100000000001,USD,Cash,0.04,170.215,,
2020-10-26,2020-10-26,2020-10-26,Deposit,USD,,,180211.0,180211.0,USD,,,,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,J P Morgan Chase & Co,JPM,46625H100,-35.0,3531.07,USD,Cash,0.08,100.89,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Adobe Inc,ADBE,00724F101,-10.0,4749.0,USD,Cash,0.1,474.91,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Home Depot Inc,HD,437076102,-15.0,4126.49,USD,Cash,0.09,275.1053333333333,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Procter & Gamble,PG,742718109,-25.0,3520.92,USD,Cash,0.08,140.84,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,WalMart Inc,WMT,931142103,-25.0,3546.05,USD,Cash,0.08,141.8452,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Abbvie Inc,ABBV,00287Y109,-75.0,6276.61,USD,Cash,0.14,83.69,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Kroger Co,KR,501044101,-50.0,1651.71,USD,Cash,0.04,33.035,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Discover Finl S,DFS,254709108,-40.0,2614.34,USD,Cash,0.06,65.36,,
2020-10-26,2020-10-26,2020-10-28,Asset Sold,Alphabet Inc. Class                  A,GOOGL,02079K305,-5.0,7888.03,USD,Cash,0.17,1577.6399999999999,,
2020-10-21,2020-10-21,2020-10-21,Cash Dividend,Cisco Systems Inc,CSCO,17275R102,0.0,198.0,USD,Cash,,,,2020-10-01
2020-10-20,2020-10-20,2020-10-22,Asset Sold,Apple Inc,AAPL,037833100,-40.0,4639.299999999999,USD,Cash,0.1,115.98499999999999,,
2020-10-20,2020-10-20,2020-10-22,Asset Sold,Norfolk Southern Co,NSC,655844108,-15.0,3229.66,USD,Cash,0.07,215.31533333333334,,
2020-10-20,2020-10-20,2020-10-22,Asset Sold,Microsoft Corp,MSFT,594918104,-15.0,3233.56,USD,Cash,0.07,215.57533333333333,,
2020-10-16,2020-10-19,2020-10-16,Withdrawal,USD,,,-365000.0,-365000.0,USD,,,,,
2020-10-15,2020-10-16,2020-10-15,Interest Received,USD,,,0.11,0.11,USD,Cash,,,,
2020-10-16,2020-10-16,2020-10-20,Asset Sold,L3harris Technologies In,LHX,502431109,-25.0,4368.28,USD,Cash,0.1,174.7352,,
2020-10-16,2020-10-16,2020-10-20,Asset Sold,Cisco Systems Inc,CSCO,17275R102,-50.0,2008.97,USD,Cash,0.04,40.1802,,
2020-10-15,2020-10-16,2020-10-15,Interest Received,USD,,,1.9,1.9,USD,Cash,,,,
2020-10-15,2020-10-15,2020-10-15,Withdrawal,USD,,,-50000.0,-50000.0,USD,,,,,
2020-10-14,2020-10-14,2020-10-14,Withdrawal,USD,,,-4814.48,-4814.48,USD,,,,,
2020-10-13,2020-10-13,2020-10-13,Cash Dividend,Cerner Corp,CERN,156782104,0.0,45.0,USD,Cash,,,,2020-09-24
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Amgen Inc.,AMGN,031162100,-25.0,5971.87,USD,Cash,0.13,238.88,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Walt Disney Co,DIS,254687106,-25.0,3098.43,USD,Cash,0.07,123.94,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,WalMart Inc,WMT,931142103,-25.0,3573.8,USD,Cash,0.08,142.9552,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Eastman Chemical Co,EMN,277432100,-125.0,10799.76,USD,Cash,0.24,86.4,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Intel Corp,INTC,458140100,-100.0,5322.38,USD,Cash,0.12,53.225,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Facebook Inc Class                  A,FB,30303M102,-15.0,3950.54,USD,Cash,0.09,263.37533333333334,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Kroger Co,KR,501044101,-100.0,3468.42,USD,Cash,0.08,34.685,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Adobe Inc,ADBE,00724F101,-10.0,4996.14,USD,Cash,0.11,499.625,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Nike Inc Class                  B,NKE,654106103,-25.0,3261.93,USD,Cash,0.07,130.48,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Alibaba Group Holding  F Sponsored ADR,BABA,01609W102,-50.0,15000.85,USD,Cash,0.33,300.0236,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Cummins Inc,CMI,231021106,-25.0,5618.88,USD,Cash,0.12,224.76,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,J P Morgan Chase & Co,JPM,46625H100,-50.0,5097.400000000001,USD,Cash,0.11,101.95020000000001,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Apple Inc,AAPL,037833100,-100.0,11604.16,USD,Cash,0.26,116.0442,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,iShares MSCI EAFE Growth ETF,EFG,464288885,-150.0,13825.19,USD,Cash,0.31,92.17,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,United Parcel SRVC Class                  B,UPS,911312106,-25.0,4349.15,USD,Cash,0.1,173.97,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,iShares MSCI Emerging Markets ETF,EEM,464287234,-300.0,13777.2,USD,Cash,0.3,45.925,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,SPDR S&P 600 Small Cap Value ETF,SLYV,78464A300,-200.0,10988.76,USD,Cash,0.24,54.945,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Emerson Electric Co,EMR,291011104,-50.0,3545.42,USD,Cash,0.08,70.91,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Johnson & Johnson,JNJ,478160104,-50.0,7570.33,USD,Cash,0.17,151.41,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Prudential Finl,PRU,744320102,-90.0,6155.87,USD,Cash,0.14,68.40011111111112,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Alphabet Inc. Class                  A,GOOGL,02079K305,-5.0,7507.5599999999995,USD,Cash,0.17,1501.5459999999998,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Comcast Corp Class                  A,CMCSA,20030N101,-100.0,4519.4,USD,Cash,0.1,45.195,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Procter & Gamble,PG,742718109,-50.0,7175.09,USD,Cash,0.16,143.505,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,L3harris Technologies In,LHX,502431109,-35.0,6235.99,USD,Cash,0.14,178.17514285714287,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Discover Finl S,DFS,254709108,-100.0,6562.35,USD,Cash,0.15,65.625,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,iShares Core S&P Mid Cap ETF,IJH,464287507,-100.0,19975.57,USD,Cash,0.44,199.7601,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Chevron Corp,CVX,166764100,-75.0,5631.64,USD,Cash,0.12,75.09013333333334,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Abbvie Inc,ABBV,00287Y109,-25.0,2214.2,USD,Cash,0.05,88.57,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Home Depot Inc,HD,437076102,-25.0,7157.09,USD,Cash,0.16,286.29,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Norfolk Southern Co,NSC,655844108,-25.0,5437.38,USD,Cash,0.12,217.5,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Marathon Pete Corp,MPC,56585A102,-100.0,3074.93,USD,Cash,0.07,30.75,,
2020-10-09,2020-10-09,2020-10-14,Asset Sold,Microsoft Corp,MSFT,594918104,-60.0,12868.519999999999,USD,Cash,0.28,214.48,,
2020-10-07,2020-10-07,2020-10-07,Cash Dividend,Merck & Co. Inc.,MRK,58933Y105,0.0,122.0,USD,Cash,,,,2020-09-14
2020-10-06,2020-10-06,2020-10-06,Withdrawal,USD,,,-75000.0,-75000.0,USD,,,,,
2020-10-02,2020-10-02,2020-10-02,Cash Dividend,Eastman Chemical Co,EMN,277432100,0.0,297.0,USD,Cash,,,,2020-09-14
2020-10-01,2020-10-01,2020-10-01,Interest Received,Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,,30382ACF7,0.0,2500.0,USD,Cash,,,,
2020-10-01,2020-10-01,2020-10-01,Cash Dividend,Mckesson Corp Exchange Offer,MCK,58155Q103,0.0,35.7,USD,Cash,,,,2020-08-31
2020-10-01,2020-10-01,2020-10-01,Management Fee,Holding Account,,,0.0,-1232.76,USD,(Cash),,,,
2020-10-01,2020-10-01,2020-10-01,Cash Dividend,Nike Inc Class                  B,NKE,654106103,0.0,55.13,USD,Cash,,,,2020-08-28
2020-09-29,2020-09-29,2020-10-01,Asset Bought,Broadcom Inc,AVGO,11135F101,50.0,-18311.25,USD,(Cash),,366.225,,
2020-09-29,2020-09-29,2020-10-01,Asset Sold,Adobe Inc,ADBE,00724F101,-10.0,4915.64,USD,Cash,0.11,491.575,,
2020-09-29,2020-09-29,2020-10-01,Asset Sold,Apple Inc,AAPL,037833100,-60.0,6855.280000000001,USD,Cash,0.15,114.25716666666668,,
2020-09-29,2020-09-29,2020-10-01,Asset Bought,Chevron Corp,CVX,166764100,75.0,-5370.75,USD,(Cash),,71.61,,
2020-09-29,2020-09-29,2020-09-29,Cash Dividend,iShares Core S&P Mid Cap ETF,IJH,464287507,0.0,333.24,USD,Cash,,,,2020-09-23
2020-09-29,2020-09-29,2020-10-01,Asset Sold,Exxon Mobil Corp,XOM,30231G102,-250.0,8516.06,USD,Cash,0.19,34.065,,
2020-09-29,2020-09-29,2020-10-01,Asset Sold,Cisco Systems Inc,CSCO,17275R102,-75.0,2932.4500000000003,USD,Cash,0.06,39.10013333333334,,
2020-09-29,2020-09-29,2020-09-29,Cash Dividend,Ishars Edg MSCI USA QLTY FCTR ETF,QUAL,46432F339,0.0,88.31,USD,Cash,,,,2020-09-23
2020-09-25,2020-09-25,2020-09-25,Cash Dividend,Bank Of America Corp,BAC,060505104,0.0,162.0,USD,Cash,,,,2020-09-03
2020-09-24,2020-09-24,2020-09-24,Cash Dividend,Vanguard FTSE Developed Markets ETF,VEA,921943858,0.0,596.16,USD,Cash,,,,2020-09-21
2020-09-24,2020-09-24,2020-09-24,Cash Dividend,SPDR S&P 600 Small Cap Value ETF,SLYV,78464A300,0.0,129.08,USD,Cash,,,,2020-09-21
2020-09-22,2020-09-22,2020-09-22,Cash Dividend,L3harris Technologies In,LHX,502431109,0.0,136.0,USD,Cash,,,,2020-09-08
2020-09-22,2020-09-22,2020-09-22,Cash Dividend,BlackRock Inc,BLK,09247X101,0.0,127.05,USD,Cash,,,,2020-09-03
2020-09-17,2020-09-17,2020-09-17,Cash Dividend,Home Depot Inc,HD,437076102,0.0,225.0,USD,Cash,,,,2020-09-02
2020-09-17,2020-09-17,2020-09-17,Cash Dividend,Prudential Finl,PRU,744320102,0.0,319.0,USD,Cash,,,,2020-08-24
2020-09-15,2020-09-16,2020-09-15,Interest Received,USD,,,0.43,0.43,USD,Cash,,,,
2020-09-16,2020-09-16,2020-09-16,Withdrawal,USD,,,-50000.0,-50000.0,USD,,,,,
2020-09-15,2020-09-16,2020-09-15,Interest Received,USD,,,2.11,2.11,USD,Cash,,,,
2020-09-15,2020-09-15,2020-09-15,Interest Received,VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,,927790DL6,0.0,3000.0,USD,Cash,,,,
2020-09-10,2020-09-10,2020-09-10,Cash Dividend,Marathon Pete Corp,MPC,56585A102,0.0,290.0,USD,Cash,,,,2020-08-18
2020-09-10,2020-09-10,2020-09-10,Cash Dividend,Chevron Corp,CVX,166764100,0.0,258.0,USD,Cash,,,,2020-08-18
2020-09-10,2020-09-10,2020-09-10,Cash Dividend,Norfolk Southern Co,NSC,655844108,0.0,117.5,USD,Cash,,,,2020-08-06
2020-09-10,2020-09-10,2020-09-10,Cash Dividend,Microsoft Corp,MSFT,594918104,0.0,183.6,USD,Cash,,,,2020-08-19
2020-09-10,2020-09-10,2020-09-10,Cash Dividend,Emerson Electric Co,EMR,291011104,0.0,150.0,USD,Cash,,,,2020-08-13
2020-09-10,2020-09-10,2020-09-10,Cash Dividend,Exxon Mobil Corp,XOM,30231G102,0.0,217.5,USD,Cash,,,,2020-08-12
2020-09-09,2020-09-09,2020-09-09,Cash Dividend,United Parcel SRVC Class                  B,UPS,911312106,0.0,176.75,USD,Cash,,,,2020-08-21
2020-09-08,2020-09-08,2020-09-08,Cash Dividend,WalMart Inc,WMT,931142103,0.0,175.5,USD,Cash,,,,2020-08-13
2020-09-08,2020-09-08,2020-09-08,Cash Dividend,Amgen Inc.,AMGN,031162100,0.0,224.0,USD,Cash,,,,2020-08-14
2020-09-08,2020-09-08,2020-09-08,Cash Dividend,Johnson & Johnson,JNJ,478160104,0.0,227.25,USD,Cash,,,,2020-08-24
2020-09-03,2020-09-03,2020-09-03,Cash Dividend,Cummins Inc,CMI,231021106,0.0,131.1,USD,Cash,,,,2020-08-20
2020-09-03,2020-09-03,2020-09-03,Cash Dividend,Discover Finl S,DFS,254709108,0.0,193.6,USD,Cash,,,,2020-08-19
2020-09-01,2020-09-01,2020-09-01,Cash Dividend,Kroger Co,KR,501044101,0.0,90.0,USD,Cash,,,,2020-08-13
2020-09-01,2020-09-01,2020-09-01,Interest Received,Hampton VA          5%23 Go Utx      Due 09/01/23,,4095583Z4,0.0,2500.0,USD,Cash,,,,
2020-09-01,2020-09-01,2020-09-01,Cash Dividend,Intel Corp,INTC,458140100,0.0,280.5,USD,Cash,,,,2020-08-06
2020-08-31,2020-08-31,2020-08-31,Stock Split,Apple Inc,AAPL,037833100,570.0,0.0,USD,,,,,
2020-08-28,2020-08-28,2020-08-28,Cash Dividend,Charles Schwab Corp,SCHW,808513105,0.0,72.0,USD,Cash,,,,2020-08-06
2020-08-28,2020-08-28,2020-09-01,Asset Bought,Agilent Technologies,A,00846U101,165.0,-16391.1,USD,(Cash),,99.33999999999999,,
2020-08-28,2020-08-28,2020-09-01,Asset Bought,Cerner Corp,CERN,156782104,75.0,-5457.75,USD,(Cash),,72.77,,
2020-08-28,2020-08-28,2020-09-01,Asset Sold,Becton Dickinson&co,BDX,075887109,-90.0,21779.07,USD,Cash,0.48,241.995,,
2020-08-21,2020-08-21,2020-08-21,Cash Dividend,Starbucks Corp,SBUX,855244109,0.0,123.0,USD,Cash,,,,2020-08-06
2020-08-15,2020-08-17,2020-08-15,Interest Received,USD,,,1.32,1.32,USD,Cash,,,,
2020-08-17,2020-08-17,2020-08-17,Cash Dividend,Procter & Gamble,PG,742718109,0.0,237.21,USD,Cash,,,,2020-07-23
2020-08-15,2020-08-17,2020-08-15,Interest Received,USD,,,0.22,0.22,USD,Cash,,,,
2020-08-14,2020-08-14,2020-08-14,Cash Dividend,Abbvie Inc,ABBV,00287Y109,0.0,354.0,USD,Cash,,,,2020-07-14
2020-08-13,2020-08-13,2020-08-13,Cash Dividend,Apple Inc,AAPL,037833100,0.0,155.8,USD,Cash,,,,2020-08-07
2020-08-10,2020-08-10,2020-08-10,Cash Dividend,Masco Corp,MAS,574599106,0.0,27.0,USD,Cash,,,,2020-07-09
2020-08-07,2020-08-07,2020-08-07,Cash Dividend,Mastercard Inc Class                  A,MA,57636Q104,0.0,70.0,USD,Cash,,,,2020-07-08
2020-08-05,2020-08-05,2020-08-05,Withdrawal,USD,,,-1666.2,-1666.2,USD,,,,,
2020-08-01,2020-08-03,2020-08-03,Interest Received,VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,,928172D93,0.0,3750.0,USD,Cash,,,,
2020-08-03,2020-08-03,2020-08-03,Cash Dividend,Verizon Communicatn,VZ,92343V104,0.0,153.75,USD,Cash,,,,2020-07-09
2020-08-01,2020-08-03,2020-08-03,Interest Received,Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,,041431MT1,0.0,2000.0,USD,Cash,,,,
2020-08-03,2020-08-03,2020-08-03,Withdrawal,USD,,,-3000.0,-3000.0,USD,,,,,
2020-07-31,2020-07-31,2020-07-31,Cash Dividend,J P Morgan Chase & Co,JPM,46625H100,0.0,540.0,USD,Cash,,,,2020-07-02
2020-07-30,2020-07-30,2020-07-30,Interest Received,USD,,,0.01,0.01,USD,Cash,,,,
2020-07-30,2020-07-30,2020-07-30,Interest Received,USD,,,0.06,0.06,USD,Cash,,,,
2020-07-28,2020-07-29,2020-07-28,Deposit,USD,,,267375.0,267375.0,USD,,,,,
2020-07-22,2020-07-22,2020-07-22,Cash Dividend,Comcast Corp Class                  A,CMCSA,20030N101,0.0,207.0,USD,Cash,,,,2020-06-30
2020-07-22,2020-07-22,2020-07-22,Cash Dividend,Cisco Systems Inc,CSCO,17275R102,0.0,225.0,USD,Cash,,,,2020-07-02
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Becton Dickinson&co,BDX,075887109,-10.0,2666.09,USD,Cash,0.06,266.615,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Apple Inc,AAPL,037833100,-10.0,3911.71,USD,Cash,0.09,391.18,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Comcast Corp Class                  A,CMCSA,20030N101,-150.0,6287.11,USD,Cash,0.14,41.915,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Johnson & Johnson,JNJ,478160104,-25.0,3735.92,USD,Cash,0.08,149.44,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Kroger Co,KR,501044101,-200.0,6792.85,USD,Cash,0.15,33.965,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,iShares MSCI Emerging Markets ETF,EEM,464287234,-250.0,10803.51,USD,Cash,0.24,43.215,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Exxon Mobil Corp,XOM,30231G102,-50.0,2133.7,USD,Cash,0.05,42.675,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,L3harris Technologies In,LHX,502431109,-40.0,6688.25,USD,Cash,0.15,167.20999999999998,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,iShares Core S&P Mid Cap ETF,IJH,464287507,-25.0,4556.65,USD,Cash,0.1,182.27,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Amgen Inc.,AMGN,031162100,-10.0,2598.19,USD,Cash,0.06,259.825,,
2020-07-17,2020-07-20,2020-07-17,Withdrawal,USD,,,-150000.0,-150000.0,USD,,,,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Microsoft Corp,MSFT,594918104,-15.0,3157.58,USD,Cash,0.07,210.51000000000002,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Adobe Inc,ADBE,00724F101,-10.0,4543.5,USD,Cash,0.1,454.36,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Home Depot Inc,HD,437076102,-15.0,3909.89,USD,Cash,0.09,260.6653333333333,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Intel Corp,INTC,458140100,-150.0,9138.55,USD,Cash,0.2,60.925,,
2020-07-20,2020-07-20,2020-07-22,Asset Sold,J P Morgan Chase & Co,JPM,46625H100,-90.0,8790.56,USD,Cash,0.19,97.675,,
