Owned_Name,Owned_Type,Date,Price,Currency,Principal_Factor
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/10/2021,1145.3233,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/10/2021,1118.61,USD,1
Home Depot Inc,Stock,3/10/2021,267.89,USD,-
Intel Corp,Stock,3/10/2021,62.25,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/10/2021,258.08,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/10/2021,99.46,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/10/2021,53.29,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/10/2021,119.8,USD,-
J P Morgan Chase & Co,Stock,3/10/2021,155.13,USD,-
Jabil Circuit Inc,Stock,3/10/2021,0.0,USD,-
Johnson & Johnson,Stock,3/10/2021,159.15,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/10/2021,51.055,USD,-
Kroger Co,Stock,3/10/2021,35.24,USD,-
L3harris Technologies In,Stock,3/10/2021,190.99,USD,-
Marathon Pete Corp,Stock,3/10/2021,58.18,USD,-
Masco Corp,Stock,3/10/2021,56.83,USD,-
Mastercard Inc Class                  A,Stock,3/10/2021,381.7,USD,-
Mckesson Corp Exchange Offer,Stock,3/10/2021,183.93,USD,-
Merck & Co. Inc.,Stock,3/10/2021,0.0,USD,-
Microsoft Corp,Stock,3/10/2021,232.98,USD,-
Nike Inc Class                  B,Stock,3/10/2021,137.865,USD,-
Norfolk Southern Co,Stock,3/10/2021,259.29,USD,-
Procter & Gamble,Stock,3/10/2021,127.34,USD,-
Prudential Finl,Stock,3/10/2021,93.95,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/10/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/10/2021,85.96,USD,-
Starbucks Corp,Stock,3/10/2021,107.78,USD,-
United Parcel SRVC Class                  B,Stock,3/10/2021,165.23,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/10/2021,1058.8444666666667,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/10/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/10/2021,1024.5266666666666,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/10/2021,49.11,USD,-
Verizon Communicatn,Stock,3/10/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/10/2021,1097.9966666666667,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/10/2021,1097.656,USD,1
VMware Inc Class A,Stock,3/10/2021,0.0,USD,-
WalMart Inc,Stock,3/10/2021,132.18,USD,-
Walt Disney Co,Stock,3/10/2021,195.06,USD,-
Abbvie Inc,Stock,3/11/2021,107.87,USD,-
Adobe Inc,Stock,3/11/2021,451.06,USD,-
Agilent Technologies,Stock,3/11/2021,121.83,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/11/2021,240.8,USD,-
Alphabet Inc. Class                  A,Stock,3/11/2021,2100.54,USD,-
Amgen Inc.,Stock,3/11/2021,231.17,USD,-
Apple Inc,Stock,3/11/2021,121.96,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/11/2021,1096.0444,USD,1
Bank Of America Corp,Stock,3/11/2021,37.42,USD,-
Becton Dickinson&co,Stock,3/11/2021,0.0,USD,-
BlackRock Inc,Stock,3/11/2021,726.25,USD,-
Borgwarner Inc Com,Stock,3/11/2021,0.0,USD,-
Boston Scientific Co,Stock,3/11/2021,38.65,USD,-
Bristol-Myers Squibb,Stock,3/11/2021,0.0,USD,-
Broadcom Inc,Stock,3/11/2021,453.69,USD,-
Cash,Cash,3/11/2021,1.0,USD,-
Cerner Corp,Stock,3/11/2021,71.08,USD,-
Change Healthcare Inc,Stock,3/11/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/11/2021,66.41,USD,-
Chevron Corp,Stock,3/11/2021,0.0,USD,-
CIGNA Corp,Stock,3/11/2021,240.11,USD,-
Cisco Systems Inc,Stock,3/11/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/11/2021,56.89,USD,-
Cummins Inc,Stock,3/11/2021,269.8,USD,-
Discover Finl S,Stock,3/11/2021,102.27,USD,-
Eastman Chemical Co,Stock,3/11/2021,118.02,USD,-
Emerson Electric Co,Stock,3/11/2021,91.31,USD,-
Exxon Mobil Corp,Stock,3/11/2021,61.31,USD,-
Facebook Inc Class                  A,Stock,3/11/2021,273.88,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/11/2021,1145.5422,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/11/2021,1118.8089,USD,1
Home Depot Inc,Stock,3/11/2021,270.5,USD,-
Intel Corp,Stock,3/11/2021,63.31,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/11/2021,261.89,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/11/2021,100.64,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/11/2021,54.97,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/11/2021,120.8,USD,-
J P Morgan Chase & Co,Stock,3/11/2021,154.32,USD,-
Jabil Circuit Inc,Stock,3/11/2021,0.0,USD,-
Johnson & Johnson,Stock,3/11/2021,159.14,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/11/2021,51.05,USD,-
Kroger Co,Stock,3/11/2021,34.94,USD,-
L3harris Technologies In,Stock,3/11/2021,189.27,USD,-
Marathon Pete Corp,Stock,3/11/2021,58.0,USD,-
Masco Corp,Stock,3/11/2021,57.05,USD,-
Mastercard Inc Class                  A,Stock,3/11/2021,384.38,USD,-
Mckesson Corp Exchange Offer,Stock,3/11/2021,183.55,USD,-
Merck & Co. Inc.,Stock,3/11/2021,0.0,USD,-
Microsoft Corp,Stock,3/11/2021,237.13,USD,-
Nike Inc Class                  B,Stock,3/11/2021,141.465,USD,-
Norfolk Southern Co,Stock,3/11/2021,260.75,USD,-
Procter & Gamble,Stock,3/11/2021,126.91,USD,-
Prudential Finl,Stock,3/11/2021,92.41,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/11/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/11/2021,86.59,USD,-
Starbucks Corp,Stock,3/11/2021,107.32,USD,-
United Parcel SRVC Class                  B,Stock,3/11/2021,167.24,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/11/2021,1058.7355333333333,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/11/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/11/2021,1024.2555333333332,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/11/2021,49.47,USD,-
Verizon Communicatn,Stock,3/11/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/11/2021,1097.7355555555555,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/11/2021,1097.736,USD,1
VMware Inc Class A,Stock,3/11/2021,0.0,USD,-
WalMart Inc,Stock,3/11/2021,132.13,USD,-
Walt Disney Co,Stock,3/11/2021,196.75,USD,-
Abbvie Inc,Stock,3/12/2021,108.22,USD,-
Adobe Inc,Stock,3/12/2021,444.3,USD,-
Agilent Technologies,Stock,3/12/2021,121.44,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/12/2021,231.87,USD,-
Alphabet Inc. Class                  A,Stock,3/12/2021,2050.0,USD,-
Amgen Inc.,Stock,3/12/2021,230.36,USD,-
Apple Inc,Stock,3/12/2021,121.03,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/12/2021,1096.0456,USD,1
Bank Of America Corp,Stock,3/12/2021,38.12,USD,-
Becton Dickinson&co,Stock,3/12/2021,0.0,USD,-
BlackRock Inc,Stock,3/12/2021,720.32,USD,-
Borgwarner Inc Com,Stock,3/12/2021,0.0,USD,-
Boston Scientific Co,Stock,3/12/2021,38.85,USD,-
Bristol-Myers Squibb,Stock,3/12/2021,0.0,USD,-
Broadcom Inc,Stock,3/12/2021,451.17,USD,-
Cash,Cash,3/12/2021,1.0,USD,-
Cerner Corp,Stock,3/12/2021,71.26,USD,-
Change Healthcare Inc,Stock,3/12/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/12/2021,67.65,USD,-
Chevron Corp,Stock,3/12/2021,0.0,USD,-
CIGNA Corp,Stock,3/12/2021,244.46,USD,-
Cisco Systems Inc,Stock,3/12/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/12/2021,57.09,USD,-
Cummins Inc,Stock,3/12/2021,273.92,USD,-
Discover Finl S,Stock,3/12/2021,102.27,USD,-
Eastman Chemical Co,Stock,3/12/2021,118.01,USD,-
Emerson Electric Co,Stock,3/12/2021,92.2,USD,-
Exxon Mobil Corp,Stock,3/12/2021,61.97,USD,-
Facebook Inc Class                  A,Stock,3/12/2021,268.4,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/12/2021,1145.6111,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/12/2021,1118.8878,USD,1
Home Depot Inc,Stock,3/12/2021,274.75,USD,-
Intel Corp,Stock,3/12/2021,62.9,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/12/2021,264.3,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/12/2021,100.5,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/12/2021,53.99,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/12/2021,120.67,USD,-
J P Morgan Chase & Co,Stock,3/12/2021,156.15,USD,-
Jabil Circuit Inc,Stock,3/12/2021,0.0,USD,-
Johnson & Johnson,Stock,3/12/2021,159.6,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/12/2021,51.03,USD,-
Kroger Co,Stock,3/12/2021,35.46,USD,-
L3harris Technologies In,Stock,3/12/2021,193.04,USD,-
Marathon Pete Corp,Stock,3/12/2021,57.75,USD,-
Masco Corp,Stock,3/12/2021,56.84,USD,-
Mastercard Inc Class                  A,Stock,3/12/2021,382.71,USD,-
Mckesson Corp Exchange Offer,Stock,3/12/2021,187.97,USD,-
Merck & Co. Inc.,Stock,3/12/2021,0.0,USD,-
Microsoft Corp,Stock,3/12/2021,235.75,USD,-
Nike Inc Class                  B,Stock,3/12/2021,140.725,USD,-
Norfolk Southern Co,Stock,3/12/2021,261.44,USD,-
Procter & Gamble,Stock,3/12/2021,128.14,USD,-
Prudential Finl,Stock,3/12/2021,93.87,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/12/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/12/2021,87.88,USD,-
Starbucks Corp,Stock,3/12/2021,107.81,USD,-
United Parcel SRVC Class                  B,Stock,3/12/2021,167.69,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/12/2021,1058.7366666666667,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/12/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/12/2021,1024.2544666666668,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/12/2021,49.59,USD,-
Verizon Communicatn,Stock,3/12/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/12/2021,1097.9044444444444,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/12/2021,1097.734,USD,1
VMware Inc Class A,Stock,3/12/2021,0.0,USD,-
WalMart Inc,Stock,3/12/2021,134.12,USD,-
Walt Disney Co,Stock,3/12/2021,197.16,USD,-
Abbvie Inc,Stock,3/13/2021,108.22,USD,-
Adobe Inc,Stock,3/13/2021,444.3,USD,-
Agilent Technologies,Stock,3/13/2021,121.44,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/13/2021,231.87,USD,-
Alphabet Inc. Class                  A,Stock,3/13/2021,2050.0,USD,-
Amgen Inc.,Stock,3/13/2021,230.36,USD,-
Apple Inc,Stock,3/13/2021,121.03,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/13/2021,1096.1567,USD,1
Bank Of America Corp,Stock,3/13/2021,38.12,USD,-
Becton Dickinson&co,Stock,3/13/2021,0.0,USD,-
BlackRock Inc,Stock,3/13/2021,720.32,USD,-
Borgwarner Inc Com,Stock,3/13/2021,0.0,USD,-
Boston Scientific Co,Stock,3/13/2021,38.85,USD,-
Bristol-Myers Squibb,Stock,3/13/2021,0.0,USD,-
Broadcom Inc,Stock,3/13/2021,451.17,USD,-
Cash,Cash,3/13/2021,1.0,USD,-
Cerner Corp,Stock,3/13/2021,71.26,USD,-
Change Healthcare Inc,Stock,3/13/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/13/2021,67.65,USD,-
Chevron Corp,Stock,3/13/2021,0.0,USD,-
CIGNA Corp,Stock,3/13/2021,244.46,USD,-
Cisco Systems Inc,Stock,3/13/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/13/2021,57.09,USD,-
Cummins Inc,Stock,3/13/2021,273.92,USD,-
Discover Finl S,Stock,3/13/2021,102.27,USD,-
Eastman Chemical Co,Stock,3/13/2021,118.01,USD,-
Emerson Electric Co,Stock,3/13/2021,92.2,USD,-
Exxon Mobil Corp,Stock,3/13/2021,61.97,USD,-
Facebook Inc Class                  A,Stock,3/13/2021,268.4,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/13/2021,1145.75,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/13/2021,1119.0267,USD,1
Home Depot Inc,Stock,3/13/2021,274.75,USD,-
Intel Corp,Stock,3/13/2021,62.9,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/13/2021,264.3,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/13/2021,100.5,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/13/2021,53.99,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/13/2021,120.67,USD,-
J P Morgan Chase & Co,Stock,3/13/2021,156.15,USD,-
Jabil Circuit Inc,Stock,3/13/2021,0.0,USD,-
Johnson & Johnson,Stock,3/13/2021,159.6,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/13/2021,51.03,USD,-
Kroger Co,Stock,3/13/2021,35.46,USD,-
L3harris Technologies In,Stock,3/13/2021,193.04,USD,-
Marathon Pete Corp,Stock,3/13/2021,57.75,USD,-
Masco Corp,Stock,3/13/2021,56.84,USD,-
Mastercard Inc Class                  A,Stock,3/13/2021,382.71,USD,-
Mckesson Corp Exchange Offer,Stock,3/13/2021,187.97,USD,-
Merck & Co. Inc.,Stock,3/13/2021,0.0,USD,-
Microsoft Corp,Stock,3/13/2021,235.75,USD,-
Nike Inc Class                  B,Stock,3/13/2021,140.725,USD,-
Norfolk Southern Co,Stock,3/13/2021,261.44,USD,-
Procter & Gamble,Stock,3/13/2021,128.14,USD,-
Prudential Finl,Stock,3/13/2021,93.87,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/13/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/13/2021,87.88,USD,-
Starbucks Corp,Stock,3/13/2021,107.81,USD,-
United Parcel SRVC Class                  B,Stock,3/13/2021,167.69,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/13/2021,1058.8478,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/13/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/13/2021,1024.3933333333334,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/13/2021,49.59,USD,-
Verizon Communicatn,Stock,3/13/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/13/2021,1098.0433333333333,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/13/2021,1097.874,USD,1
VMware Inc Class A,Stock,3/13/2021,0.0,USD,-
WalMart Inc,Stock,3/13/2021,134.12,USD,-
Walt Disney Co,Stock,3/13/2021,197.16,USD,-
Abbvie Inc,Stock,3/14/2021,108.22,USD,-
Adobe Inc,Stock,3/14/2021,444.3,USD,-
Agilent Technologies,Stock,3/14/2021,121.44,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/14/2021,231.87,USD,-
Alphabet Inc. Class                  A,Stock,3/14/2021,2050.0,USD,-
Amgen Inc.,Stock,3/14/2021,230.36,USD,-
Apple Inc,Stock,3/14/2021,121.03,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/14/2021,1096.2678,USD,1
Bank Of America Corp,Stock,3/14/2021,38.12,USD,-
Becton Dickinson&co,Stock,3/14/2021,0.0,USD,-
BlackRock Inc,Stock,3/14/2021,720.32,USD,-
Borgwarner Inc Com,Stock,3/14/2021,0.0,USD,-
Boston Scientific Co,Stock,3/14/2021,38.85,USD,-
Bristol-Myers Squibb,Stock,3/14/2021,0.0,USD,-
Broadcom Inc,Stock,3/14/2021,451.17,USD,-
Cash,Cash,3/14/2021,1.0,USD,-
Cerner Corp,Stock,3/14/2021,71.26,USD,-
Change Healthcare Inc,Stock,3/14/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/14/2021,67.65,USD,-
Chevron Corp,Stock,3/14/2021,0.0,USD,-
CIGNA Corp,Stock,3/14/2021,244.46,USD,-
Cisco Systems Inc,Stock,3/14/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/14/2021,57.09,USD,-
Cummins Inc,Stock,3/14/2021,273.92,USD,-
Discover Finl S,Stock,3/14/2021,102.27,USD,-
Eastman Chemical Co,Stock,3/14/2021,118.01,USD,-
Emerson Electric Co,Stock,3/14/2021,92.2,USD,-
Exxon Mobil Corp,Stock,3/14/2021,61.97,USD,-
Facebook Inc Class                  A,Stock,3/14/2021,268.4,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/14/2021,1145.8889,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/14/2021,1119.1656,USD,1
Home Depot Inc,Stock,3/14/2021,274.75,USD,-
Intel Corp,Stock,3/14/2021,62.9,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/14/2021,264.3,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/14/2021,100.5,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/14/2021,53.99,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/14/2021,120.67,USD,-
J P Morgan Chase & Co,Stock,3/14/2021,156.15,USD,-
Jabil Circuit Inc,Stock,3/14/2021,0.0,USD,-
Johnson & Johnson,Stock,3/14/2021,159.6,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/14/2021,51.03,USD,-
Kroger Co,Stock,3/14/2021,35.46,USD,-
L3harris Technologies In,Stock,3/14/2021,193.04,USD,-
Marathon Pete Corp,Stock,3/14/2021,57.75,USD,-
Masco Corp,Stock,3/14/2021,56.84,USD,-
Mastercard Inc Class                  A,Stock,3/14/2021,382.71,USD,-
Mckesson Corp Exchange Offer,Stock,3/14/2021,187.97,USD,-
Merck & Co. Inc.,Stock,3/14/2021,0.0,USD,-
Microsoft Corp,Stock,3/14/2021,235.75,USD,-
Nike Inc Class                  B,Stock,3/14/2021,140.725,USD,-
Norfolk Southern Co,Stock,3/14/2021,261.44,USD,-
Procter & Gamble,Stock,3/14/2021,128.14,USD,-
Prudential Finl,Stock,3/14/2021,93.87,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/14/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/14/2021,87.88,USD,-
Starbucks Corp,Stock,3/14/2021,107.81,USD,-
United Parcel SRVC Class                  B,Stock,3/14/2021,167.69,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/14/2021,1058.9588666666666,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/14/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/14/2021,1024.5322,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/14/2021,49.59,USD,-
Verizon Communicatn,Stock,3/14/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/14/2021,1098.1822222222222,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/14/2021,1098.0120000000004,USD,1
VMware Inc Class A,Stock,3/14/2021,0.0,USD,-
WalMart Inc,Stock,3/14/2021,134.12,USD,-
Walt Disney Co,Stock,3/14/2021,197.16,USD,-
Abbvie Inc,Stock,3/15/2021,110.26,USD,-
Adobe Inc,Stock,3/15/2021,447.59,USD,-
Agilent Technologies,Stock,3/15/2021,124.04,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/15/2021,230.28,USD,-
Alphabet Inc. Class                  A,Stock,3/15/2021,2054.44,USD,-
Amgen Inc.,Stock,3/15/2021,235.96,USD,-
Apple Inc,Stock,3/15/2021,123.99,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/15/2021,1096.2689,USD,1
Bank Of America Corp,Stock,3/15/2021,37.93,USD,-
Becton Dickinson&co,Stock,3/15/2021,0.0,USD,-
BlackRock Inc,Stock,3/15/2021,723.14,USD,-
Borgwarner Inc Com,Stock,3/15/2021,0.0,USD,-
Boston Scientific Co,Stock,3/15/2021,39.4,USD,-
Bristol-Myers Squibb,Stock,3/15/2021,0.0,USD,-
Broadcom Inc,Stock,3/15/2021,470.77,USD,-
Cash,Cash,3/15/2021,1.0,USD,-
Cerner Corp,Stock,3/15/2021,72.38,USD,-
Change Healthcare Inc,Stock,3/15/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/15/2021,66.34,USD,-
Chevron Corp,Stock,3/15/2021,0.0,USD,-
CIGNA Corp,Stock,3/15/2021,246.49,USD,-
Cisco Systems Inc,Stock,3/15/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/15/2021,57.53,USD,-
Cummins Inc,Stock,3/15/2021,275.99,USD,-
Discover Finl S,Stock,3/15/2021,100.72,USD,-
Eastman Chemical Co,Stock,3/15/2021,114.1,USD,-
Emerson Electric Co,Stock,3/15/2021,90.92,USD,-
Exxon Mobil Corp,Stock,3/15/2021,60.39,USD,-
Facebook Inc Class                  A,Stock,3/15/2021,273.75,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/15/2021,1145.9278,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/15/2021,1119.2044,USD,1
Home Depot Inc,Stock,3/15/2021,280.19,USD,-
Intel Corp,Stock,3/15/2021,63.79,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/15/2021,267.93,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/15/2021,100.81,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/15/2021,54.12,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/15/2021,121.88,USD,-
J P Morgan Chase & Co,Stock,3/15/2021,155.37,USD,-
Jabil Circuit Inc,Stock,3/15/2021,0.0,USD,-
Johnson & Johnson,Stock,3/15/2021,160.42,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/15/2021,51.05,USD,-
Kroger Co,Stock,3/15/2021,35.87,USD,-
L3harris Technologies In,Stock,3/15/2021,193.02,USD,-
Marathon Pete Corp,Stock,3/15/2021,57.86,USD,-
Masco Corp,Stock,3/15/2021,57.48,USD,-
Mastercard Inc Class                  A,Stock,3/15/2021,381.76,USD,-
Mckesson Corp Exchange Offer,Stock,3/15/2021,189.29,USD,-
Merck & Co. Inc.,Stock,3/15/2021,0.0,USD,-
Microsoft Corp,Stock,3/15/2021,234.81,USD,-
Nike Inc Class                  B,Stock,3/15/2021,145.215,USD,-
Norfolk Southern Co,Stock,3/15/2021,260.27000000000004,USD,-
Procter & Gamble,Stock,3/15/2021,128.56,USD,-
Prudential Finl,Stock,3/15/2021,93.8,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/15/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/15/2021,87.45,USD,-
Starbucks Corp,Stock,3/15/2021,108.9,USD,-
United Parcel SRVC Class                  B,Stock,3/15/2021,162.64,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/15/2021,1038.96,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/15/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/15/2021,1024.5311333333334,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/15/2021,49.71,USD,-
Verizon Communicatn,Stock,3/15/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/15/2021,1098.1811111111112,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/15/2021,1098.0120000000004,USD,1
VMware Inc Class A,Stock,3/15/2021,0.0,USD,-
WalMart Inc,Stock,3/15/2021,133.43,USD,-
Walt Disney Co,Stock,3/15/2021,196.76,USD,-
Abbvie Inc,Stock,3/16/2021,110.84,USD,-
Adobe Inc,Stock,3/16/2021,450.54,USD,-
Agilent Technologies,Stock,3/16/2021,123.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/16/2021,226.93,USD,-
Alphabet Inc. Class                  A,Stock,3/16/2021,2083.890000000001,USD,-
Amgen Inc.,Stock,3/16/2021,240.32,USD,-
Apple Inc,Stock,3/16/2021,125.57,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/16/2021,1096.28,USD,1
Bank Of America Corp,Stock,3/16/2021,37.82,USD,-
Becton Dickinson&co,Stock,3/16/2021,0.0,USD,-
BlackRock Inc,Stock,3/16/2021,727.2,USD,-
Borgwarner Inc Com,Stock,3/16/2021,0.0,USD,-
Boston Scientific Co,Stock,3/16/2021,38.86,USD,-
Bristol-Myers Squibb,Stock,3/16/2021,0.0,USD,-
Broadcom Inc,Stock,3/16/2021,478.18,USD,-
Cash,Cash,3/16/2021,1.0,USD,-
Cerner Corp,Stock,3/16/2021,72.2,USD,-
Change Healthcare Inc,Stock,3/16/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/16/2021,65.47,USD,-
Chevron Corp,Stock,3/16/2021,0.0,USD,-
CIGNA Corp,Stock,3/16/2021,242.69,USD,-
Cisco Systems Inc,Stock,3/16/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/16/2021,58.04,USD,-
Cummins Inc,Stock,3/16/2021,266.92,USD,-
Discover Finl S,Stock,3/16/2021,98.62,USD,-
Eastman Chemical Co,Stock,3/16/2021,111.45,USD,-
Emerson Electric Co,Stock,3/16/2021,89.06,USD,-
Exxon Mobil Corp,Stock,3/16/2021,59.11,USD,-
Facebook Inc Class                  A,Stock,3/16/2021,279.28,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/16/2021,1146.0367,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/16/2021,1119.3033,USD,1
Home Depot Inc,Stock,3/16/2021,283.73,USD,-
Intel Corp,Stock,3/16/2021,64.78,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/16/2021,264.49,USD,-
